"year","school","theme","lyrics","score"
1994,"União da Ilha do Governador","Abrakadabra, o despertar dos mágicos","Eu vou zoar nessa avenida
Meu samba da cartola vai rolar
E na luz da estrela guia
Minha alegria vem nas
Ondas desse mar
Meu fogo veio te acender
E o ouro fez o chão brilhar
Mago do mundo! Magico mundo!
Que vem girando sem parar
 
É vida! É sorte! É fé!
É figa de guiné!
Roda baiana que esse povo tem axé
 
Meu sonho ...  Energia em verso
Porta do universo que Deus abrirá
E meu amanhã é paz e amor
Da nova era que virá
Eu sou um sonhador sou ilusão
Que tá dentro do teu coração
 
Amor! A noite brilha!
A magia encanta a cidade
Amor! Que maravilha
A Ilha dando um banho de felicidade","highest"
1994,"Beija-Flor de Nilópolis","Margareth Mee, a dama das bromélias","Desperta a alma brasileira
Bate forte o coração bretão
Que faz a festa na Sapucaí
A Beija-flor de Margareth Mee
Que sedução!
Cortando o ar, lá vem a ""garça"" encantada
E ao chegar à ""Mata Atlântica""
A ""Lady"" por bromélias é saudada
Navegando em expedições na Amazônia
Retratou riquezas naturais
Bromélias de real beleza
Contemplou... Obras da mãe natureza
Se enrosca nos meus braços
Me dá seu calor
Como o ""Negro"" e o ""Solimões""
Vem que eu vou...
Me leva, me leva nesse rio de amor
Se encantou com Uirapuru
A pororoca, e a pesca do pirarucu
Curtiu a lenda do boto Tucuxi
Crenças e mitos, viu cruel devastação
Anoiteceu e o ""Cactus da Lua"" floresceu
Pintou a flor mulher com sutileza
Foi premiada no Brasil e Corte Inglesa
E da primavera hoje com amor
É rainha coroada pela Beija-flor","highest"
1994,"Tradição","Passarinho, passarola, quero ver voar","Desde o começar dos tempos...
Eu ficava observando a passarada revoar
E tive um sonho infinito, ir além do infinito...
As estrela ir buscar...
Conta a mitologia... De carruagem
""Apolo"" o céu vai alcançar
""Pegasus"" levava os deuses
Pra no ""Paraíso"" repousar
Meus sonhos não tem limites
Sou bicho homem vivo a devanear...
""Passarinho, passarola, Quero ver voar""
Quero ver voar
Com sua pena, profetizava o escritor
Revolucionava com seus projetos o pintor
 
Será verdade?
Ícaro marcou bobeira
Viajando para o Sol
Com um par de asas de cera
 
Incrível! Fantástico
Com meus balões encantei Paris
Deixando o mundo deslumbrado
Decola o ""14 Bis""
Da minha nave eu vi que ""a Terra é azul""
Voei bem alto, ""já pousei na Lua""
Hoje com a Tradição no coração
Voando pra qualquer lugar eu vou
 
Vou voar de asa delta
O céu do meu Rio de Janeiro
Vou voar
Delirar com a natureza
Refletir no espelho azul do mar","highest"
1994,"Portela","Quando o samba era samba","África encanto e magia
Berço da sabedoria
Razão do meu cantar
Nasceu a liberdade a ferro e fogo
A Mãe Negra abriu o jogo
Fez o povo delirar
Deixa falar, ô, ô, ô
Deixa falar, ô, iaiá
Esse batuque gostoso não pode parar
Entra na roda ioiô
Entra na roda iaiá
Lá vem Portela é melhor se segurar 
 
Axé vem de Luanda
Sacode negritude da cidade
Trazendo a bandeira do samba
N'apoteose na felicidade
 
Samba é nó na madeira
É moleque mestiço
Foi preciso bancar
Resistência que a força não calou
Arte de improvisar
 
Capoeira
O samba vai levantar poeira
Tem zoeira
Em Oswaldo Cruz e Madureira","highest"
1994,"Mocidade Independente de Padre Miguel","Avenida Brasil, tudo passa, quem não viu?","De lá pra cá, daqui pra lá
Eu vou
Com meu amor, vou viajando
Nessa Avenida
Pela faixa seletiva
No sufoco dessa vida
Tudo passa, quem não viu?
Uma confusão de coisas
Assim é a Avenida Brasil
Linha Vermelha vem cortando a Maré
É a bailarina da cidade 
 
Ziguezagueando eu vou
Outra vez com a Mocidade
 
Do importado à carroça
O contraste social
Nesse rio de asfalto
O dinheiro fala alto
É a filosofia nacional
Sou passageiro da alegria 
O meu destino é o prazer
Passo por ela todo dia
E hoje ela passa por você
 
Vem cantar e sambar
Com a Mocidade
De carona com a estrela
Rasgando o coração dessa cidade","highest"
1994,"Unidos de Vila Isabel","Muito prazer! Isabel de Bragança e Drumond Rosa da Silva, mas pode me chamar de Vila","Vou cantando
Os meus encantos vou mostrar
Muito prazer eu sou a musa, sou a fonte
Deixa meu feitiço te levar
 
Antes habitada pelos índios
Os jesuítas cultivaram
A flora no meu chão
Era a Fazenda dos Macacos
A preferida do Imperador desta nação
Também fui
O dote de D. Pedro pra duquesa
Com o progresso de Drumond
Ganhei cultura e requinte à francesa
 
Peguei o bonde
Passei no Boulevard
E a Confiança é doce recordar
Os ""Três Apitos"" cantados por Noel
Ainda ecoam pela Vila Isabel
 
Blocos, corsos, lenhadores
Alegria dos meus carnavais
Embalei os namorados
Na magia do amor formei casais
Em noite de festas
Serestas, violões e os tangarás
Virei a predileta dos amantes e poetas
Gravados nas calçadas musicais
Desperta ""Seu China""
Acorda Noel
Pra ver a nossa escola
Deste manto azul do céu
E o ""Zé Ferreira"" (Alô, Martinho !)
Vem saudando a multidão
Pode me chamar de Vila
Que orgulho é o meu ""Brasão""
 
Quem põe não tira
Nesta ceia popular
Sou do morro à nobreza
E de quem quiser amar","highest"
1994,"Caprichosos de Pilares","Estou amando loucamente uma coroa de quase 90 anos","Amar, amar, de mar a mar, oi
Do obelisco a Praça Mauá, Mauá
Tô ligadão nessa coroa, toda boa (fiu-fiu!!!)
Que ainda tem muito pra dar
Nostalgia, tomou conta de mim
Que felicidade, musa da cidade
Vem no toque do meu tamborim
E roça, roça
E passa, passa
A minha dama é a paixão da massa
Amor, me leva
No capricho vou sonhar, sonhar
Na Galeria Cruzeiro
No Municipal vou me acabar
Minha Avenida Central
É arte, é meu carnaval
Saudades, o amor viaja na lembrança
Eu pinto a cara de esperança (Brasil!!!)
A liberdade faz meu ideal (eu vou!!!)
Eu vou atrás do Bola Preta
Segura meu bem, na chupeta","highest"
1994,"Estação Primeira de Mangueira","Atrás da Verde e Rosa só não vai quem já morreu","Bahia é luz
De poeta ao luar
Misticismo de um povo
Salve todos orixás
Quem me mandou
Estrelas de lá
Foi São Salvador
Pra noite brilhar
Mangueira!
Jogando flores pelo mar
Se encantou com a musa
Que a Bahia dá
 
Obá berimbau ganzá
Ô capoeira joga um verso pra iaiá
 
Caetano e Gil, ô
Com a Tropicália no olhar
Doces bárbaros ensinando
A brisa a bailar
A meiguice de uma voz
Uma canção
No teatro Opinião
Bethânia Explode Coração
Domingo no parque amor
Alegria alegria eu vou
A flor na festa do interior
Seu nome é Gal
Aplausos ao cancioneiro
É carnaval é Rio de Janeiro
 
Me leva que eu vou
Sonho meu
Atrás da verde-e-rosa
Só não vai quem já morreu","highest"
1994,"Acadêmicos do Grande Rio","Os santos que a África não viu","África... Misteriosa África
Magia, no rufar dos seus tambores se fez reinar
Raiz que se alastrou, por esse imenso Brasil
Terra dos santos que ela não viu
Da negra terra é lei
Veio o meu negro rei
Ogum de fé que neste solo se encantou
No mercado os ciganos lhe venderam ao senhor
Do tumbeiro à senzala seu lamento ecoou
Plantou caiana
Socou café
Pilou dendê
Pra benzer filho de fé
(E no culto de malê)
Viu no culto de malê (malê, malê)
Preto velho catimbó (catimbó)
De um povo morenado
Conheceu caboclo bravo
Fascinado por Tupã... (Yara)
Yara no rio, sereia no mar
É Janaína que seduz com seu cantar
Correu gira pelo norte
Capoeira azar ou sorte
No Nordeste conheceu
Quem viveu na boemia
Malandragem, valentia e até hoje não morreu
Eu sou jongueiro baiana
Sapucaí eu vou passar
E a Grande Rio vem comigo, saravá
Quem sou eu... Quem sou eu?
Tenho o corpo fechado
Rei na noite sou mais eu!","highest"
1994,"Estácio de Sá","S.A.A.R.A. A Estácio chegou no iê iê iê de alalaô","Tem balangandã
E jóia rara
Nesse canaã
Que é o SAARA
Paraíso
Que um dia encontrei
No coração desta cidade
Vim, venci, fiquei
São cem anos de idade
Hoje a Estácio de Sá
Tem história pra contar
Bem pra lá de Bagdá
É leilão, é leiloeiro
É pregão, é pregoeiro
A promoção vai começar
Carrega vamos moço
Quem paga um leva três
Eu perco tudo
Mas não perco o freguês
Babel
Do comércio de sonhos
O pedaço do céu
Pedi a São Jorge guerreiro
Pra nos ajudar
Achei nesse campo
Um recanto para descansar
Sonhei, acordei
Na minha visão
Na cabeça dá Leão","lowest"
1994,"Unidos da Tijuca","SóRio... É verão","Vem, meu amor ...
Vem voar em poesia
Só pra ver como é que brilha o meu astral
 
""Divino"" que clareia no horizonte
Tu és a fonte do meu carnaval
 
Oh! Rio ...
Berço de grandes paixões
De tantas canções
Eu quero é mais o teu calor, teu calor ...
Verão sensual, sedutor
Tem gosto de festas
Tem cheiro de amor
 
Sou a onda tô na moda
Do vôo livre ao jetski
Vou brilhar em fantasia
Hoje na Sapucaí
 
Teu verde encanto é vida, é ar
Tens o mais belo azul do mar, do mar ...
""Cidade de luz"" aquarela
Se faz passarela pra ela passar
De corpo dourado a caminho do mar
(Como é lindo o meu Rio ...)
Rio de Janeiro, ""Cidade Maravilhosa""
É Sol, é verão ...  Luau sedução
Delírio desta multidão
 
É nesse ""mar de amor""
Eu vou que vou
Vou me banhar
E depois tomar uma ""cerva"" bem gelada
Vendo a luz no céu brilhar","lowest"
1994,"Unidos da Ponte","Marrom da cor do samba","Explode a Ponte
Jorra da fonte um turbilhão de poesias
Vem minha estrela iluminar
Abrilhantando nosso show
De fantasias com a magia da canção, ô, ô
De fantasias com a magia da canção
Mulher dengosa, amor
Marrom guerreira
O dom da voz lhe ajudou a encantar
Meu Rio moleque dançou
Ao som do trompete
Se encantou com a sedução
Da flor sublime e raiz do Maranhão
No sufoco da disputa
A menina foi à luta
E entregou-se às emoções
E com a luz do seu afã
Fez a Mangueira do Amanhã
Uma esperança a novos corações
Canta marrom
Reflete ao mundo inteiro quem tu és
Porque hoje a minha Ponte
Colorida e deslumbrante
Coloca esta avenida aos teus pés 
 
E brilha meu São Luís
Bumba-meu-boi vai dançar
No seu balanço minha escola vai passar","lowest"
1994,"Império Serrano","Uma festa brasileira","Ecoou, ressoou no meio da mata virgem
O canto do índio guerreiro
Exaltando o homem branco que chegou (e lá se vão)
Lá se vão
Marujos, tabajaras e tupinambás
Até as margens do Sena
Mostrar a dança solene
As maravilhas da renascença
Onde o rei e a rainha
Ficam encantados com ""Uma Festa Brasileira""
 
Que zoeira, que zoeira
Tem batuque na corte
Dia e noite, noite inteira
O novo mundo
Mostra a arte em brincadeira
 
A cultura
Se junta à arte numa nova dimensão
Hoje o Império faz a festa
Contagiando a galera de emoção
E exibe para o mundo inteiro
O Carnaval brasileiro
Como na Corte dos reis
Engalanado entra em cena outra vez (e assim)
Assim a festa continua
Tão minha quanto sua
Neste delírio tropical
O verde e branco é a razão da minha vida
Nesta folia todo mundo é igual
 
Ô embala eu, embala eu
Que nesta festa eu também vou
Ô embala eu
Com surdos, tamborins e agogôs","highest"
1995,"Imperatriz Leopoldinense","Mais vale um jegue que me carregue, que um camelo que me derrube lá no Ceará","Ecoam pelo ar
Estórias de tesouros escondidos
Sou poeta da canção
E embarco nesse sonho encantado
Vou com destino ao Ceará
Em busco de um novo eldorado
Levo comigo a ciência
Do país a sapiência
Tudo eu quero relatar
Nessa expedição bem brasileira
Chegam mouros e camelos
Não precisa se assustar
 
Balançou, não deu certo não
Pois não passou de ilusão
Eles trouxeram o balanço do deserto
Mas não é o gingado certo
Pra cruzar o nosso chão
 
O jegue escondido na história
Ajuda o sertanejo a tocar seu dia-a-dia
Trabalha, ara a terra sob o sol
 
E leva o fardo pesado
De um povo sofredor
 
Mas vale a simplicidade
A buscar mil novidades
E criar complicação
Esquecendo o bom e o útil
Renegar o que é nosso
Gera insatisfação
 
O sertão não é só lamento
Meu momento é aqui
Faço a festa e lavo a alma
Hoje na Sapucaí","highest"
1995,"Portela","Gosto que me enrosco","É carnaval
O Rio abre as portas pra folia
É tempo de sambar
Mostrar ao mundo a nossa alegria
Veio bailando pelo mar
E de lá pra cá nasceu essa magia
Samba, que me faz feliz
Em sua raiz tem arte e poesia
Bate o bumbo, lá vem Zé Pereira
E faz Madureira de novo sonhar
A Portela não é brincadeira
Sacode a poeira, faz o povo delirar
Gosto que me enrosco de você, amor
Me joga seu perfume, hoje eu tô que tô
Praça Onze, berço das nossas fantasias
Deixa Falar deixou no peito a nostalgia
Dos ranchos, blocos e cordões
Dos mascarados nos salões
Pierrot beijando a Colombina
Chuva de confete e serpentina
Dos bondes ficou a saudade
Ah! Que saudade do luxo das Sociedades
Abram alas, deixa a Portela passar
É voz que não se cala
É canto de alegria no ar","highest"
1995,"Beija-Flor de Nilópolis","Bidu Sayão e o canto de cristal","Bela menina, ""Voz de Cristal""
Deslumbrava multidões
O seu talento, dom divinal
Encantou os corações
Grande guerreira que conquistou
Seu lugar ao sol
É festa, é luz, é cor, é poesia
É diva internacional
Nesse palco surge ela, Bidu Sayão
Sacudindo a passarela, quanta emoção
E a minha Beija-Flor vem aplaudir
""Bachianas"" e ""O Guarani""
Essa carioca da gema
Cultiva a vida inteira
O sonho de voltar à pátria
E o orgulho de ser brasileira
E semeou de norte a sul deste país
Seu canto lírico feliz
E hoje é musa na Sapucaí
O samba é amor, é nessa que eu vou
Swinga, minha bateria
Tô nesta ópera
Extravasando alegria","highest"
